Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
CIT,CIT 124 Center for Geospatial Information Services,B.002165.2     ,Systems Analyst II,Exempt,2017-03-02,2018-07-05,86396.44
CIT,CIT 124 Center for Geospatial Information Services,B.002097.3     ,Systems Analyst I,Exempt,2000-04-16,2001-12-16,82099.16
CIT,CIT 124 Center for Geospatial Information Services,B.004125,GIS Technician III,Non Exempt,1980-05-16,2006-07-16,69120.74
CIT,CIT 124 Center for Geospatial Information Services,B.000756,Systems Analyst III,Exempt,1999-06-01,2007-11-16,107803.28
CIT,CIT 124 Center for Geospatial Information Services,B.000610,Systems Analyst II,Exempt,2000-06-16,2018-12-06,95527.64
CIT,CIT 124 Center for Geospatial Information Services,B.002099,GIS Coordinator,Exempt,1996-12-01,2001-07-01,109086.38
CIT,CIT 124 Center for Geospatial Information Services,B.002608.1     ,Systems Analyst II,Exempt,2008-05-01,2013-10-16,92282.84
CIT,CIT 124 Center for Geospatial Information Services,B.001654,GIS Technician II,Non Exempt,2020-01-02,2020-01-02,44163.6
CIT,CIT 124 Center for Geospatial Information Services,B.002441,Systems Analyst II,Exempt,2018-11-08,2018-11-08,76100.44
CIT,CIT 124 Center for Geospatial Information Services,B.006844,Systems Analyst I,Exempt,2021-05-06,2021-05-06,63606.4
CIT,CIT 124 Center for Geospatial Information Services,B.002285,GIS Technician II,Non Exempt,2020-01-16,2020-01-16,44163.6
CIT,CIT 128 Information Technology Security,B.002585.2     ,IT Deputy Chief of Information Security,Exempt,2018-03-01,2020-09-10,111682.22
CIT,CIT 128 Information Technology Security,B.005949.2     ,Systems Engineer III,Exempt,2003-04-01,2004-09-16,122836.22
CIT,CIT 130 Telecommunications,B.004150,Systems Analyst II,Exempt,2000-06-01,2000-06-01,104346.84
CIT,CIT 130 Telecommunications,B.002204.1     ,Systems Engineer I,Exempt,2006-03-01,2014-04-16,75729.16
CIT,CIT 130 Telecommunications,B.006050,Systems Engineer II,Exempt,2004-03-16,2009-09-01,109276.44
CIT,CIT 130 Telecommunications,B.003966.3     ,Information Systems Architect,Exempt,2018-07-05,2018-07-05,98562.62
CIT,CIT 130 Telecommunications,B.006435.2     ,Systems Engineer III,Exempt,2005-11-16,2016-05-22,110106.62
CIT,CIT 130 Telecommunications,B.003769,Systems Engineer I,Exempt,2000-05-16,2014-08-07,89873.16
CIT,CIT 130 Telecommunications,B.004641,Telecommunication System Installation Technician,Non Exempt,2006-09-16,2020-04-23,46945.86
CIT,CIT 130 Telecommunications,B.002275,Telecommunication System Installation Technician,Non Exempt,2014-08-07,2014-08-07,64272.78
CIT,CIT 130 Telecommunications,B.003276,Telecommunication System Installation Technician,Non Exempt,2015-08-07,2015-08-07,64168.78
CIT,CIT 133 Strategy & Architecture,B.007177.1     ,IT Deputy Chief of Enterprise Architecture and Planning,Exempt,2018-06-21,2018-06-21,132749.23
CIT,CIT 133 Strategy & Architecture,B.006939.1     ,Systems Engineer II,Exempt,2013-11-01,2013-11-01,83775.64
CIT,CIT 133 Strategy & Architecture,B.002544.2     ,Information Systems Architect,Exempt,2015-06-22,2016-07-22,99207.42
CIT,CIT 133 Strategy & Architecture,B.002896.3     ,Microcomputer Systems Analyst II,Exempt,1997-04-16,2018-09-27,70985.72
CIT,CIT 133 Strategy & Architecture,B.004449.4     ,Programmer/Analyst III,Exempt,2019-10-10,2019-10-10,81599.96
CIT,CIT 133 Strategy & Architecture,B.007163.1     ,Information Systems Architect,Exempt,2015-06-07,2017-04-13,95284.8
CIT,CIT 133 Strategy & Architecture,B.000305.3     ,Systems Analyst I,Exempt,2018-08-30,2018-08-30,67206.36
CIT,CIT 133 Strategy & Architecture,B.000464.8     ,Systems Engineer II,Exempt,2019-01-31,2020-06-18,77930.84
CIT,CIT 133 Strategy & Architecture,B.005641.3     ,Systems Engineer III,Exempt,2011-01-01,2017-04-27,118489.02
CIT,CIT 133 Strategy & Architecture,B.003547.4     ,Systems Analyst III,Exempt,2000-08-16,2013-01-16,117436.8
CIT,CIT 133 Strategy & Architecture,B.005640.4     ,Programmer/Analyst II,Exempt,2008-05-01,2008-05-01,77912.12
CIT,CIT 133 Strategy & Architecture,B.001718.2     ,Systems Analyst II,Exempt,2019-06-20,2019-06-20,77910.04
CIT,CIT 133 Strategy & Architecture,B.003054.1     ,Programmer/Analyst III,Exempt,1983-09-01,2005-05-16,96387.2
CIT,CIT 133 Strategy & Architecture,B.003881.1     ,Systems Analyst II,Exempt,2007-08-16,2007-08-16,92757.6
CIT,CIT 133 Strategy & Architecture,B.005428.5     ,Systems Analyst II,Exempt,2014-08-22,2020-03-13,82694.04
CIT,CIT 133 Strategy & Architecture,B.004256.2     ,Microcomputer Systems Analyst I,Exempt,1999-05-26,1999-05-26,67957.24
CIT,CIT 133 Strategy & Architecture,B.004777.2     ,Systems Engineer I,Exempt,2018-06-07,2018-06-07,72255.56
CIT,CIT 133 Strategy & Architecture,B.005950.4     ,Systems Analyst III,Exempt,2012-12-01,2018-05-24,116310.48
CIT,CIT 133 Strategy & Architecture,B.001848.1     ,Systems Analyst III,Exempt,2013-12-16,2013-12-16,114604.88
CIT,CIT 133 Strategy & Architecture,B.006937.4     ,IT Quality Assurance Manager,Exempt,2018-01-04,2021-05-06,95246.84
CIT,CIT 133 Strategy & Architecture,B.005374.2     ,Microcomputer Systems Analyst II,Exempt,2017-10-12,2017-10-12,62312.12
CIT,CIT 133 Strategy & Architecture,B.006735.1     ,Systems Analyst III,Exempt,2013-05-01,2013-05-01,103268.88
CIT,CIT 133 Strategy & Architecture,B.002439.2     ,Programmer/Analyst III,Exempt,2012-02-16,2012-02-16,96387.2
CIT,CIT 133 Strategy & Architecture,B.006938.1     ,Systems Engineer III,Exempt,2013-11-01,2013-11-01,116221.82
CIT,CIT 133 Strategy & Architecture,B.005384.5     ,Systems Analyst II,Exempt,2018-03-15,2021-03-11,78887.64
CIT,CIT 133 Strategy & Architecture,B.006503.2     ,Programmer/Analyst III,Exempt,2006-10-01,2018-02-15,91854.36
CIT,CIT 133 Strategy & Architecture,B.007001.1     ,Systems Engineer II,Exempt,2014-09-22,2014-09-22,88788.44
CLK,CLK 011 City Clerk,B.003519,Chief Deputy City Clerk,Non Exempt,2016-03-07,2018-03-01,56330.82
CLK,CLK 011 City Clerk,B.000962,City Clerk,Exempt,2001-04-16,2018-01-09,109788.12
CLK,CLK 011 City Clerk,B.002188,Deputy City Clerk II,Non Exempt,2017-01-05,2017-01-05,47938.54
CLK,CLK 011 City Clerk,B.000786,Deputy City Clerk II,Non Exempt,2005-02-16,2005-02-16,57589.74
CLK,CLK 011 City Clerk,B.001121,Deputy City Clerk II,Non Exempt,2018-04-12,2018-04-12,44007.34
CMD,CMD 010 City Manager,B.003553,Deputy City Manager,Exempt,2015-09-22,2021-05-20,196504.88
CMD,CMD 010 City Manager,B.001879.1     ,Assistant to the City Manager/Community Affairs,Exempt,2004-08-01,2007-12-01,81367
CMD,CMD 010 City Manager,B.003812.2     ,Assistant to the City Manager/Legislative Affairs Liaison,Exempt,2011-05-01,2011-05-01,121961.58
CMD,CMD 010 City Manager,B.006832.3     ,Assistant to the City Manager,Exempt,2012-01-01,2012-01-01,104608.14
CMD,CMD 010 City Manager,B.000824,Executive Assistant III,Non Exempt,2000-09-01,2019-01-31,58869.2
CMD,CMD 010 City Manager,B.005054,Deputy City Manager,Exempt,2016-07-07,2016-07-07,200695.3
CMD,CMD 010 City Manager,B.002293,Executive Assistant III,Non Exempt,2012-08-01,2017-12-21,55499.6
CMD,CMD 010 City Manager,B.001432.1     ,City Manager,Exempt,2020-07-20,2020-07-20,270000.13
CMD,CMD 010 City Manager,B.003150,Executive Assistant V,Non Exempt,1993-03-01,2012-05-16,69305.6
CMD,CMD 010 City Manager,B.004061,Executive Assistant III,Non Exempt,1987-07-01,2000-08-16,62795.2
CMD,CMD 010 City Manager,B.004500.6     ,CMO Special Projects Manager,Exempt,1999-08-16,2019-02-28,126954.62
CMD,CMD 010 City Manager,B.003720,Executive Assistant I,Non Exempt,2002-11-16,2018-08-16,47642.4
CMD,CMD 010 City Manager,B.001706,Deputy City Manager,Exempt,2016-11-07,2016-11-07,200695.3
CMD,CMD 021 Office of Volunteer Resources,B.007441,Administrative Specialist I,Non Exempt,2018-09-13,2018-09-13,43008.94
CMD,CMD 021 Office of Volunteer Resources,B.001096.5     ,Public Safety Resource Coordinator,Exempt,2019-12-05,2019-12-05,85524.92
CMD,CMD 021 Office of Volunteer Resources,B.007176.3     ,Family Services Specialist II,Non Exempt,2021-08-12,2021-08-12,64899.9
CMD,CMD 021 Office of Volunteer Resources,B.006578,Business Application Support Technician,Non Exempt,2013-07-16,2020-09-24,40768
COM,COM 030 Communications Office,B.001044.4     ,Multimedia Communications Specialist I,Non Exempt,2020-10-08,2020-10-08,49500.1
COM,COM 030 Communications Office,B.002357.5     ,Media and Communications Coordinator II,Non Exempt,2015-07-07,2020-08-27,53814.02
COM,COM 030 Communications Office,B.002366.4     ,Multimedia Distribution Specialist,Non Exempt,2004-06-16,2004-06-16,50268.14
COM,COM 030 Communications Office,B.007425,Media and Communications Coordinator III,Exempt,2018-11-08,2018-11-08,65659.88
COM,COM 030 Communications Office,B.004855.6     ,Media and Communications Coordinator II,Non Exempt,2021-05-06,2021-05-06,56014.4
COM,COM 030 Communications Office,B.002991.3     ,Director of Communications,Exempt,2015-04-07,2017-07-01,141199.5
COM,COM 030 Communications Office,B.006958.3     ,Multimedia Communications Specialist II,Non Exempt,2010-08-16,2013-01-16,58868.42
COM,COM 030 Communications Office,B.004852.5     ,Multimedia Communications Specialist III,Exempt,2006-04-01,2019-08-01,65625.56
COM,COM 030 Communications Office,B.001516.2     ,Graphic Designer,Non Exempt,2007-01-01,2007-01-01,46436
COM,COM 030 Communications Office,B.001376.6     ,Media and Communications Coordinator III,Exempt,2016-04-22,2017-04-13,71608.68
COM,COM 030 Communications Office,B.004360.1     ,Media and Communications Manager,Exempt,2014-10-22,2016-12-22,103854.4
COM,COM 030 Communications Office,B.003765.2     ,Television Engineer,Exempt,1999-06-16,2014-11-22,73960.12
COM,COM 030 Communications Office,B.000560.2     ,Multimedia Services Coordinator,Exempt,2014-01-01,2018-08-30,89859.64
COM,COM 030 Communications Office,B.007345.1     ,Administrative Specialist I,Non Exempt,2017-03-30,2020-12-31,42031.34
COM,COM 030 Communications Office,B.001965.3     ,Media and Communications Coordinator III,Exempt,2011-05-01,2011-05-01,73293.48
COM,COM 030 Communications Office,B.004854.3     ,Multimedia Communications Specialist I,Non Exempt,2012-06-01,2012-06-01,50128.78
COM,COM 030 Communications Office,B.000652.3     ,Media and Communications Coordinator II,Non Exempt,2021-08-12,2021-08-12,52187.2
COM,COM 030 Communications Office,B.000974.1     ,Media and Communications Coordinator III,Exempt,1997-02-01,2000-02-01,89891.88
COR,COR 001 Commissioner of Revenue,B.003713,Revenue Agent III,Non Exempt,1997-11-01,2004-06-01,55395.6
COR,COR 001 Commissioner of Revenue,B.001955.1     ,Revenue Investigator III,Non Exempt,2001-12-16,2013-04-01,61298.38
COR,COR 001 Commissioner of Revenue,B.000757.1     ,Auditor III,Exempt,2003-08-01,2016-08-07,91438.36
COR,COR 001 Commissioner of Revenue,B.001443.1     ,Revenue Agent I,Non Exempt,2020-11-12,2021-04-08,31844.8
COR,COR 001 Commissioner of Revenue,B.002433,Revenue Investigator III,Non Exempt,1993-01-16,2003-02-01,62317.58
COR,COR 001 Commissioner of Revenue,B.000688.1     ,Business Application Specialist I,Non Exempt,1994-03-16,2003-06-01,64627.94
COR,COR 001 Commissioner of Revenue,B.003186,Revenue Agent I,Non Exempt,2021-04-22,2021-04-22,34195.2
COR,COR 001 Commissioner of Revenue,B.000995.1     ,Revenue Investigator II,Non Exempt,1998-12-01,2015-05-22,55359.2
COR,COR 001 Commissioner of Revenue,B.006705.1     ,Revenue Agent III,Non Exempt,2011-09-01,2018-01-04,46368.4
COR,COR 001 Commissioner of Revenue,B.003129,Revenue Agent IV,Non Exempt,1999-07-16,2012-09-16,61695.14
COR,COR 001 Commissioner of Revenue,B.006706,Revenue Agent I,Non Exempt,2019-09-26,2019-09-26,39061.62
COR,COR 001 Commissioner of Revenue,B.002499.1     ,Revenue Agent I,Non Exempt,2018-09-27,2018-09-27,36919.22
COR,COR 001 Commissioner of Revenue,B.002984.2     ,Deputy Commissioner of the Revenue,Exempt,1984-12-17,2016-01-07,77692.68
COR,COR 001 Commissioner of Revenue,B.007096,Revenue Agent II,Non Exempt,2015-06-22,2019-11-07,45271.2
COR,COR 001 Commissioner of Revenue,B.001057,Revenue Agent III,Non Exempt,2003-03-01,2018-12-20,46181.2
COR,COR 001 Commissioner of Revenue,B.001462,Revenue Agent II,Non Exempt,2015-07-22,2019-08-15,38074.4
COR,COR 001 Commissioner of Revenue,B.004364.2     ,Revenue Agent I,Non Exempt,2019-03-14,2020-04-23,32842.42
COR,COR 001 Commissioner of Revenue,B.004363,Revenue Agent IV,Non Exempt,2008-01-16,2017-12-21,59490.34
COR,COR 001 Commissioner of Revenue,B.004373,Revenue Agent II,Non Exempt,2016-11-07,2019-08-01,43316
COR,COR 001 Commissioner of Revenue,B.004097.1     ,Revenue Investigator III,Non Exempt,2001-11-16,2016-01-07,51813.58
COR,COR 001 Commissioner of Revenue,B.004365.1     ,Auditor II,Exempt,1988-05-01,1999-07-01,76670.1
COR,COR 001 Commissioner of Revenue,B.000334,Revenue Agent III,Non Exempt,2011-04-16,2019-08-01,44600.4
COR,COR 001 Commissioner of Revenue,B.001705,Revenue Agent IV,Non Exempt,2008-09-16,2016-01-07,59490.34
COR,COR 001 Commissioner of Revenue,S.020047,Commissioner of Revenue,Exempt,1978-06-16,1998-01-01,180648
COR,COR 001 Commissioner of Revenue,B.003392,Revenue Agent II,Non Exempt,2019-05-23,2020-08-13,43836
COR,COR 001 Commissioner of Revenue,B.004287,Revenue Agent II,Non Exempt,2019-09-26,2021-05-20,43087.2
COR,COR 001 Commissioner of Revenue,B.004252.2     ,Deputy Commissioner of the Revenue,Exempt,1997-02-16,2017-12-21,77703.08
COR,COR 001 Commissioner of Revenue,B.002541,Revenue Agent III,Non Exempt,2004-07-01,2014-07-22,48989.2
COR,COR 001 Commissioner of Revenue,B.002887.2     ,Business Application Specialist I,Non Exempt,1986-12-01,1999-02-01,68829.54
COR,COR 001 Commissioner of Revenue,B.001331.1     ,Deputy Commissioner of the Revenue,Exempt,1989-09-16,2017-12-21,77703.08
COR,COR 001 Commissioner of Revenue,B.001471,Revenue Agent II,Non Exempt,2016-03-31,2020-10-22,42421.6
COR,COR 001 Commissioner of Revenue,B.002542,Revenue Agent III,Non Exempt,2011-07-16,2020-04-09,46368.4
COR,COR 001 Commissioner of Revenue,B.001183,Account Clerk III,Non Exempt,2000-10-01,2020-08-13,42094.26
COR,COR 001 Commissioner of Revenue,B.006841.3     ,Revenue Agent III,Non Exempt,2012-11-16,2020-10-22,47720.4
COR,COR 001 Commissioner of Revenue,B.003401.1     ,Revenue Agent III,Non Exempt,2000-09-01,2017-08-31,50632.4
COR,COR 001 Commissioner of Revenue,B.002382,Revenue Agent III,Non Exempt,2009-10-16,2021-05-06,46139.6
COR,COR 001 Commissioner of Revenue,B.004991.1     ,Revenue Agent III,Non Exempt,2000-06-16,2020-10-22,49717.2
COR,COR 001 Commissioner of Revenue,B.004354,Revenue Agent III,Non Exempt,2005-10-01,2014-01-01,50403.6
COR,COR 001 Commissioner of Revenue,B.003262.2     ,Auditor II,Exempt,2015-08-22,2015-08-22,69202.9
COR,COR 001 Commissioner of Revenue,B.003007.1     ,Revenue Agent I,Non Exempt,2021-04-08,2021-04-08,31844.8
COR,COR 001 Commissioner of Revenue,B.004035,Revenue Agent I,Non Exempt,2019-04-25,2019-04-25,41911.22
COR,COR 001 Commissioner of Revenue,B.000407,Revenue Agent II,Non Exempt,2016-04-22,2018-04-26,45666.4
COR,COR 001 Commissioner of Revenue,B.002098.4     ,Business Application Specialist I,Non Exempt,2008-09-01,2020-12-31,52563.94
COR,COR 001 Commissioner of Revenue,B.004132,Chief Deputy Commissioner of the Revenue,Exempt,1998-01-01,1998-01-01,117436.8
COR,COR 001 Commissioner of Revenue,B.006707.1     ,Revenue Investigator II,Non Exempt,2011-08-01,2018-01-04,43690.4
COR,COR 001 Commissioner of Revenue,B.004288.1     ,Revenue Agent II,Non Exempt,2009-09-30,2017-07-06,39967.2
COR,COR 001 Commissioner of Revenue,B.000423,Deputy Commissioner of the Revenue,Exempt,1983-03-21,2000-01-01,86293.48
COR,COR 001 Commissioner of Revenue,B.003072.1     ,Auditor IV,Exempt,2000-03-01,2012-07-01,103164.88
COR,COR 001 Commissioner of Revenue,B.007095,Revenue Agent II,Non Exempt,2017-03-02,2019-11-07,40861.6
COR,COR 001 Commissioner of Revenue,B.002269.1     ,Revenue Agent I,Non Exempt,2020-10-22,2020-10-22,37003.2
COR,COR 001 Commissioner of Revenue,B.004992.1     ,Revenue Agent IV,Non Exempt,2004-07-16,2017-12-21,61320.74
COR,COR 001 Commissioner of Revenue,B.002449.1     ,Revenue Agent I,Non Exempt,2020-11-05,2020-11-05,37502.4
COR,COR 001 Commissioner of Revenue,B.001814,Business Application Specialist II,Exempt,2000-07-01,2006-11-01,75051.08
COR,COR 001 Commissioner of Revenue,B.006842.2     ,Revenue Agent II,Non Exempt,2019-09-12,2020-10-22,41381.6
COR,COR 001 Commissioner of Revenue,B.004262.3     ,Auditor II,Exempt,2016-11-22,2019-12-19,54996.5
COR,COR 001 Commissioner of Revenue,B.000450.1     ,Revenue Agent III,Non Exempt,2008-02-16,2019-02-28,46805.2
COR,COR 001 Commissioner of Revenue,B.001261,Revenue Agent I,Non Exempt,2008-02-16,2011-10-16,39020.02
COR,COR 001 Commissioner of Revenue,B.001508.1     ,Administrative Specialist II,Non Exempt,2000-09-16,2019-04-25,68455.14
COR,COR 001 Commissioner of Revenue,B.000814,Deputy Commissioner of the Revenue,Exempt,2004-03-01,2007-04-01,77692.68
COR,COR 002 DMV Select,P.050239.1     ,Account Clerk II,Non Exempt,2014-12-22,2019-10-24,15.61
COR,COR 002 DMV Select,P.050001.1     ,Account Clerk II,Non Exempt,2011-04-16,2019-10-24,15.61
COR,COR 002 DMV Select,N.030009,Account Clerk II,Non Exempt,1978-09-01,2019-04-23,17.22
COR,COR 002 DMV Select,P.050293,Account Clerk II,Non Exempt,2013-02-16,2016-03-22,16.59
CUL,CUL 190 Cultural Affairs,B.006393.3     ,Executive Assistant II,Non Exempt,2019-09-26,2019-09-26,48615.84
CUL,CUL 190 Cultural Affairs,B.007603.1     ,Media and Communications Coordinator II,Non Exempt,2020-01-02,2020-01-02,53814.02
CUL,CUL 190 Cultural Affairs,B.007211,Special Projects Coordinator,Exempt,2017-07-06,2017-07-06,69331.08
CUL,CUL 190 Cultural Affairs,B.005191.2     ,Director of Cultural Affairs,Exempt,2000-05-01,2019-06-20,135333.91
CUL,CUL 190 Cultural Affairs,B.007426.2     ,Administrative Specialist I,Non Exempt,2018-12-06,2018-12-06,50746.54
CUL,CUL 194 History Museums,B.006583.5     ,Development Specialist,Non Exempt,2019-05-23,2019-05-23,49880.74
CUL,CUL 194 History Museums,B.004504.4     ,Program Educator II,Non Exempt,2018-03-05,2020-11-19,42827.2
CUL,CUL 194 History Museums,B.002013.3     ,History Museums Supervisor,Exempt,2021-01-04,2021-01-04,54999.88
CVB,CVB 010 Directors Office,B.003560,Administrative Services Manager I,Exempt,1995-11-01,2021-03-11,85484.36
CVB,CVB 010 Directors Office,B.005906.1     ,Executive Assistant II,Non Exempt,1992-05-20,2010-11-15,49914.54
CVB,CVB 010 Directors Office,B.006173.3     ,Administrative Technician,Non Exempt,2003-08-01,2018-03-01,46904
CVB,CVB 010 Directors Office,B.001166.1     ,Administrative Specialist I,Non Exempt,1980-08-25,1998-11-01,59758.4
CVB,CVB 010 Directors Office,B.004994,Account Clerk III,Non Exempt,1982-02-11,2008-09-01,51521.6
CVB,CVB 010 Directors Office,B.000381.5     ,Business Application Specialist I,Non Exempt,2019-02-28,2019-02-28,49880.74
CVB,CVB 010 Directors Office,B.001658,Accountant III,Exempt,1979-02-05,2012-01-01,83659.16
CVB,CVB 010 Directors Office,B.005322.4     ,Business Development Representative II,Exempt,1985-08-01,2010-10-01,96387.2
CVB,CVB 010 Directors Office,B.006011.8     ,Business Application Specialist II,Exempt,2011-11-16,2014-11-07,76340.68
CVB,CVB 020 Tourism Marketing & Sales,B.005897.3     ,Convention and Tourism Representative II,Exempt,2009-04-16,2010-10-01,71858.28
CVB,CVB 020 Tourism Marketing & Sales,B.004585.3     ,Convention and Tourism Market Administrator,Exempt,1991-08-05,2007-11-01,123385.6
CVB,CVB 020 Tourism Marketing & Sales,B.001292.3     ,Convention & Tourism Marketing and Sales Coordinator,Exempt,1998-10-01,2002-08-01,87938.76
CVB,CVB 021 Visitor Information Center,B.006010,Office Supervisor,Non Exempt,2004-10-16,2008-04-01,56685.2
CVB,CVB 021 Visitor Information Center,B.005907,Visitor Information Assistant,Non Exempt,1983-06-16,1990-08-03,37395.54
CVB,CVB 021 Visitor Information Center,B.005648,Visitor Information Assistant,Non Exempt,1987-04-01,1988-01-01,38768.34
CVB,CVB 021 Visitor Information Center,B.006009,Visitor Information Assistant,Non Exempt,2006-06-16,2006-06-16,35669.14
